chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
100,100,201658,0,0,-1,1,1,3,1.3,1.8,2,Marcus,1.8,86,False,,2023-07-26T15:30:04.076941Z,54,201658.jpg,3.4,Tavernier,0.5,False,,a,3,91,67,192798,162,148299,1148,0.3,12.4,Tavernier,1463,2,4,5,30,0,0,0,1,0,0,5,258,348.0,457.9,329.0,113.5,17,2.88,3.15,6.03,23.15,111,45,33,27,64,40,50,37,1,,2,,,,0.18,0.0,0.19,0.37,1.42,1.85,117,70,184,85,109,57,230,71,1.05,0.31
0,0,424044,0,0,-3,3,0,3,0.0,0.0,0,Hamed,0.0,87,False,On loan to Napoli until the end of the season,2023-12-06T23:30:08.350358Z,47,424044.jpg,1.0,Traorè,0.0,False,,u,3,91,3,619,0,2151,3,0.0,0.6,Hamed Traorè,44,0,0,0,1,0,0,0,0,0,0,0,10,12.8,14.8,30.0,5.7,0,0.17,0.01,0.18,0.84,460,203,405,202,341,174,439,198,,,,,,,0.35,0.0,0.02,0.37,1.72,2.05,324,214,714,286,475,221,657,255,0.0,0.0
100,100,229600,0,0,0,0,0,1,-0.5,0.0,0,Mark,0.0,88,False,,2023-07-28T08:25:34.409705Z,40,229600.jpg,0.0,Travers,0.1,False,,a,3,91,0,902,20,9519,19,0.0,0.0,Travers,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,577,68,564,51,522,40,582,68,,,,,,,0,0,0,0,0,0,692,48,457,60,586,67,431,61,0,0
,,477580,0,0,-1,1,0,2,0.7,1.2,1,Illia,1.2,89,False,,,44,477580.jpg,2.0,Zabarnyi,0.2,False,,a,3,91,47,39627,117,31396,241,0.3,10.7,Zabarnyi,2070,0,0,5,44,0,0,0,3,0,0,1,361,401.6,64.7,45.0,51.2,23,0.48,0.41,0.89,36.47,76,26,294,97,299,90,198,57,,,,,,,0.02,0.0,0.02,0.04,1.59,1.91,566,118,221,68,294,98,314,121,1.0,0.22
100,100,544877,0,0,-1,1,0,2,0.3,0.8,1,Milos,0.8,595,False,,2023-12-21T15:00:10.669352Z,44,544877.jpg,1.9,Kerkez,0.2,False,,a,3,91,34,36610,23,45460,47,0.2,7.7,Kerkez,1224,0,1,3,27,1,0,0,2,0,0,1,168,196.6,110.0,36.0,34.3,13,0.18,0.55,0.73,25.75,240,88,214,53,321,102,267,85,,,,,,,0.01,0.0,0.04,0.05,1.89,1.99,586,123,274,88,313,108,339,133,0.96,0.22
,,215531,0,0,-1,1,0,1,-0.5,0.0,0,Ionuț,0.0,607,False,,,44,215531.jpg,1.0,Radu,0.1,False,,a,3,91,2,5462,15,9476,25,0.0,0.5,Radu,180,0,0,0,7,0,0,0,0,0,5,0,31,33.0,0.0,0.0,3.3,2,0.00,0.00,0.00,2.76,428,32,652,78,621,69,462,32,,,,,,,0.0,2.5,0.0,0.0,1.38,3.5,535,28,576,85,441,35,421,58,1.0,0.0
0,0,474772,0,0,0,0,0,2,0.0,0.0,0,Ben,0.0,619,False,Season-long loan to Eastleigh,2024-02-04T18:34:01.223064Z,40,474772.jpg,0.0,Greenwood,0.2,False,,u,3,91,0,14881,0,17646,132,0.0,0.0,Greenwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,602,224,589,223,548,211,607,224,,,,,,,0,0,0,0,0,0,724,208,484,183,611,220,351,138,0,0
0,0,232980,0,0,-1,1,0,2,0.0,0.0,0,Max,0.0,643,False,Hamstring injury - Unknown return date,2024-01-22T01:00:10.889125Z,44,232980.jpg,1.6,Aarons,0.1,False,,i,3,91,23,29166,3,31629,42,0.0,5.2,Aarons,1084,0,1,2,30,0,0,0,1,0,0,0,174,168.2,108.4,26.0,30.3,12,0.02,0.87,0.89,24.26,263,101,221,55,357,122,296,102,,,,,,,0.0,0.0,0.07,0.07,2.01,2.49,546,112,581,237,360,127,383,149,1.0,0.17
100,100,503139,0,0,-1,1,0,3,1.0,1.5,2,Alex,1.5,644,False,,2023-11-04T19:30:09.474630Z,49,503139.jpg,2.4,Scott,0.0,False,,a,3,91,24,5269,33,3858,51,0.3,4.9,Scott,539,1,1,1,15,0,0,0,2,0,0,3,87,115.4,105.7,54.0,27.4,6,0.40,0.49,0.89,7.80,319,134,223,135,283,148,309,143,3,,3,,,,0.07,0.0,0.08,0.15,1.3,2.5,270,173,204,96,251,107,577,211,1.0,0.17
0,0,200785,0,0,-1,1,0,3,0.0,0.0,0,Tyler,0.0,673,False,Hamstring injury - Expected back 02 Mar,2023-10-05T08:30:09.546767Z,49,200785.jpg,0.0,Adams,0.0,False,,i,3,91,0,706,3,664,2,0.0,0.0,Adams,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,778,332,777,332,772,329,781,333,,,,,,,0,0,0,0,0,0,241,156,738,305,780,333,759,316,0,0
,,224995,0,0,0,0,0,3,2.3,2.8,2,Luis,2.8,705,False,,,55,224995.jpg,2.4,Sinisterra,0.1,False,,a,3,91,39,9525,91,6243,107,0.5,7.1,Sinisterra,572,2,2,1,13,0,0,0,0,0,0,2,127,194.8,181.0,240.0,61.7,5,1.99,0.85,2.84,9.48,241,100,141,92,92,59,159,85,,,,,,,0.31,0.0,0.13,0.44,1.49,2.05,106,64,107,49,255,110,489,165,0.79,0.16
,,441240,0,0,0,0,0,3,-0.2,0.3,1,Romain,0.3,799,False,,,50,441240.jpg,0.5,Faivre,0.0,False,,a,3,91,1,69,5,18,6,0.1,0.2,Faivre,6,0,0,0,0,0,0,0,1,0,0,0,4,3.6,1.2,7.0,1.2,0,0.14,0.01,0.15,0.00,492,221,459,222,424,212,490,222,,,,,,,2.1,0.0,0.15,2.25,0.0,0.0,206,130,331,161,526,246,797,344,0.0,0.0
,,496683,0,0,0,0,0,2,-0.5,0.0,0,Max,0.0,802,False,,,40,496683.jpg,0.0,Kinsey-Wellings,0.0,False,,a,3,91,0,180,18,22,7,0.0,0.0,Kinsey-Wellings,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,609,228,596,227,556,216,614,228,,,,,,,0,0,0,0,0,0,733,214,492,188,618,224,767,257,0,0
,,168636,0,0,0,0,0,4,0.0,0.5,1,Enes,0.5,804,False,,,50,168636.jpg,1.0,Ünal,0.0,False,,a,3,91,1,745,93,155,25,0.1,0.2,Enes Ünal,21,0,0,0,0,0,0,0,0,0,0,0,-3,0.0,1.0,17.0,1.8,0,0.26,0.02,0.28,0.00,789,97,463,58,395,59,481,59,,,,,,,1.11,0.0,0.09,1.2,0.0,0.0,188,45,318,41,485,62,718,98,0.0,0.0
,,550596,0,0,0,0,0,3,0.8,1.3,0,Dominic,0.0,811,False,,,45,550596.jpg,0.0,Sadi,0.0,False,,a,3,91,0,4,4,0,0,0.0,0.0,Sadi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,753,313,752,314,742,310,758,315,,,,,,,0,0,0,0,0,0,487,291,695,276,756,315,811,353,0,0
100,100,191866,0,0,-1,1,0,2,0.5,1.0,1,Kristoffer,1.0,90,False,,2023-12-02T18:30:08.360407Z,44,191866.jpg,1.7,Ajer,0.2,False,,a,4,94,26,43154,75,55443,32,0.2,5.9,Ajer,752,0,1,2,13,0,0,0,4,0,0,1,129,134.8,95.2,109.0,33.8,8,0.74,1.85,2.59,12.09,301,116,238,64,190,41,273,86,,,,,,,0.09,0.0,0.22,0.31,1.45,1.56,525,98,245,81,345,121,310,119,0.96,0.24
,,235448,0,0,-1,1,0,1,-1.5,0.0,0,Ellery,0.0,91,False,,,39,235448.jpg,0.0,Balcombe,0.2,False,,a,4,94,0,9817,26,16205,37,0.0,0.0,Balcombe,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,540,51,527,34,482,23,544,51,,,,,,,0,0,0,0,0,0,788,84,415,43,549,50,320,46,0,0
100,100,432160,0,0,-2,2,0,3,0.5,1.0,1,Shandon,1.0,92,False,,2023-12-29T16:30:08.875959Z,43,432160.jpg,1.8,Baptiste,0.9,False,,a,4,94,16,111628,572,322009,361,0.2,3.7,Baptiste,212,1,0,0,5,0,0,0,0,0,0,0,69,70.8,25.7,58.0,15.4,2,0.89,0.28,1.17,3.18,371,161,377,192,273,143,380,171,,,,,,,0.38,0.0,0.12,0.5,1.35,2.12,625,343,243,112,326,141,193,62,0.85,0.0
0,0,228044,0,0,0,0,0,2,0.0,0.0,0,Mads,0.0,93,False,Transferred to Midtjylland,2023-09-01T21:46:46.639465Z,40,228044.jpg,0.0,Bech Sørensen,0.1,False,,u,4,94,0,2309,0,15722,11,0.0,0.0,Bech,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,576,208,563,207,521,194,581,208,,,,,,,0,0,0,0,0,0,691,185,456,165,585,204,457,179,0,0
0,0,481405,0,0,0,0,0,3,0.0,0.0,0,Mads,0.0,94,False,Transfer to Red Bull Salzburg on a permanent basis,2023-07-19T08:50:35.624414Z,45,481405.jpg,0.0,Bidstrup,0.0,False,,u,4,94,0,0,0,133,0,0.0,0.0,Bidstrup,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,716,286,712,286,699,280,721,288,,,,,,,0,0,0,0,0,0,435,253,651,245,720,289,788,336,0,0
0,0,174932,0,0,0,0,0,3,0.0,0.0,0,Sergi,0.0,95,False,Permanent transfer to Valencia,2023-08-21T08:27:40.363072Z,50,174932.jpg,0.0,Canós Tenés,0.0,False,,u,4,94,0,292,0,3826,0,0.0,0.0,Canós,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,790,340,789,341,786,340,791,341,,,,,,,0,0,0,0,0,0,192,118,757,320,790,341,678,269,0,0
100,100,432830,0,0,0,0,0,2,4.1,2.8,8,Nathan,2.8,96,False,,2023-11-21T12:00:09.456718Z,45,432830.jpg,2.7,Collins,0.4,False,,a,4,94,52,111521,1083,108653,177,0.6,11.6,Collins,1540,1,1,4,32,0,0,0,2,0,0,5,303,395.2,84.8,122.0,60.3,17,1.12,0.65,1.77,25.41,83,32,259,76,175,34,161,40,,,,,,,0.07,0.0,0.04,0.11,1.48,1.87,411,80,98,27,195,54,247,94,0.99,0.23
0,0,503300,0,0,0,0,0,1,0.0,0.0,0,Matthew,0.0,97,False,On loan to Bristol Rovers for the season,2023-07-26T11:24:14.392215Z,40,503300.jpg,0.0,Cox,0.0,False,,u,4,94,0,0,0,533,1,0.0,0.0,Cox,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,612,81,599,64,559,53,617,81,,,,,,,0,0,0,0,0,0,736,61,495,73,621,80,730,86,0,0
100,100,440089,0,0,-2,2,0,3,2.1,1.8,0,Mikkel,1.8,98,False,,2023-08-26T21:00:07.451858Z,48,440089.jpg,1.6,Damsgaard,0.0,False,,a,4,94,16,2521,47,10587,28,0.4,3.3,Damsgaard,321,0,1,1,3,0,0,0,0,0,0,0,54,56.8,81.0,47.0,18.5,2,0.43,0.32,0.75,3.56,390,169,264,150,295,157,358,162,,,,,,,0.12,0.0,0.09,0.21,1.0,0.84,296,193,178,79,365,159,539,190,0.56,0.28
0,0,183656,0,0,-3,3,0,3,0.0,0.0,0,Josh,0.5,99,False,Knee injury - Unknown return date,2024-02-08T16:00:08.095666Z,47,183656.jpg,1.0,Dasilva,0.0,False,,i,4,94,3,1118,3,10753,27,0.1,0.6,Dasilva,22,0,0,0,0,0,0,0,0,0,0,0,6,6.8,15.4,14.0,3.6,0,0.00,0.23,0.23,0.10,477,213,401,200,404,200,457,206,,,,,4,,0.0,0.0,0.94,0.94,0.41,0.0,318,209,312,147,474,220,593,219,0.0,0.0
0,0,434662,0,0,0,0,0,4,0.0,0.0,0,Halil,0.0,100,False,Transfer to Galatasaray on a permanent basis,2023-07-19T08:49:49.674290Z,45,434662.jpg,0.0,Dervişoğlu,0.0,False,,u,4,94,0,0,0,837,1,0.0,0.0,Dervişoğlu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,701,76,697,77,682,75,706,79,,,,,,,0,0,0,0,0,0,412,72,635,64,707,80,726,99,0,0
100,100,118342,0,0,0,0,2,1,8.1,4.8,7,Mark,4.8,101,False,,2023-11-04T19:30:07.833796Z,45,118342.jpg,3.0,Flekken,2.6,False,,a,4,94,67,513690,7822,450282,1321,1.1,14.9,Flekken,1935,0,1,4,37,0,0,0,2,0,66,4,403,525.8,10.0,0.0,53.6,22,0.00,0.07,0.07,30.81,36,11,429,7,656,77,187,11,,,,,,,0.0,3.07,0.0,0.0,1.43,1.72,365,19,29,2,156,18,119,16,1.02,0.19
0,0,213687,0,0,-1,1,0,2,0.0,0.0,0,Charlie,0.0,102,False,On loan to Wigan Athletic until the end of the season,2024-01-24T07:57:45.975678Z,39,213687.jpg,0.0,Goode,0.2,False,,u,4,94,0,21259,0,21615,107,0.0,0.0,Goode,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,537,188,523,187,478,171,541,187,,,,,,,0,0,0,0,0,0,783,244,412,140,546,184,325,127,0,0
0,0,194010,0,0,-2,2,0,2,0.0,0.0,0,Rico,0.0,103,False,Knee injury - Expected back 01 Jun,2023-09-16T20:00:07.015382Z,43,194010.jpg,2.6,Henry,0.9,False,,i,4,94,13,560096,3,731420,118,0.0,3.0,Henry,401,0,1,1,5,0,0,0,1,0,0,0,74,72.8,67.9,17.0,15.7,5,0.07,0.90,0.97,5.12,368,141,288,93,388,138,374,135,,,,,,,0.02,0.0,0.2,0.22,1.15,1.12,611,139,544,224,204,56,197,78,1.12,0.22
