chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
0,0,192290,0,0,-2,2,0,2,0.0,0.0,0,Connor,0.2,176,False,Season-long loan to Leeds United,2024-02-04T18:31:11.422373Z,43,192290.jpg,0.9,Roberts,0.2,False,,u,6,90,12,15050,0,32161,35,0.0,2.8,Roberts,817,0,1,0,23,0,0,0,3,1,0,0,111,142.8,104.1,12.0,25.7,8,0.00,0.35,0.35,19.91,288,114,220,55,409,149,315,111,,,,,,,0.0,0.0,0.04,0.04,2.19,2.53,607,138,341,113,495,162,362,140,0.88,0.0
,,44683,0,0,-2,2,0,4,-0.5,-0.5,0,Jay,0.0,177,False,,,53,44683.jpg,2.5,Rodriguez,0.2,False,,a,6,90,33,52043,37,63999,42,0.0,6.2,Rodriguez,695,2,1,1,14,0,0,0,0,0,0,3,98,129.8,50.7,206.0,38.0,7,3.33,0.07,3.40,10.69,302,35,319,44,115,34,244,34,,,,,1,,0.43,0.0,0.01,0.44,1.38,1.81,127,37,767,91,232,37,312,49,0.91,0.13
75,75,103914,0,0,0,0,0,2,-0.4,-0.4,0,Charlie,0.0,178,False,Shoulder injury - 75% chance of playing,2024-01-06T22:30:09.694018Z,40,103914.jpg,2.1,Taylor,4.1,False,,d,6,90,34,812931,93,491798,840,0.0,8.5,Taylor,1440,1,1,2,28,0,0,0,6,0,0,1,226,274.8,126.9,30.0,43.4,16,0.13,0.55,0.68,26.57,160,60,182,38,335,111,219,63,,,,,,,0.01,0.0,0.03,0.04,1.66,1.75,666,169,433,149,276,90,82,27,1.0,0.12
0,0,461102,0,0,0,0,0,2,0.0,0.0,0,Bobby,0.0,179,False,Permanent transfer to Coventry,2023-07-24T09:55:44.165399Z,40,461102.jpg,0.0,Thomas,0.0,False,,u,6,90,0,0,0,1383,0,0.0,0.0,Thomas,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,593,219,578,218,535,204,598,219,,,,,,,0,0,0,0,0,0,711,201,473,176,603,215,684,240,0,0
0,0,226473,0,0,-1,1,0,3,0.0,0.0,0,Scott,0.0,180,False,Season long loan to Hull,2023-08-21T08:28:24.720790Z,49,226473.jpg,0.0,Twine,0.0,False,,u,6,90,0,119,0,2686,0,0.0,0.0,Twine,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,776,330,773,330,767,326,778,332,,,,,,,0,0,0,0,0,0,251,160,736,305,778,332,700,280,0,0
,,133085,0,0,-1,1,0,1,-0.5,-0.5,0,Lawrence,0.0,181,False,,,39,133085.jpg,0.0,Vigouroux,0.3,False,,a,6,90,0,17856,12,16306,29,0.0,0.0,Vigouroux,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,530,43,512,23,466,12,534,43,,,,,,,0,0,0,0,0,0,768,72,401,33,540,42,297,42,0,0
100,100,441455,0,0,-1,1,0,2,0.7,0.7,1,Victor,1.2,182,False,,2023-08-31T02:00:07.534376Z,44,441455.jpg,1.7,da Silva,0.1,False,,a,6,90,31,13670,8,19485,17,0.3,7.0,Vitinho,1411,0,0,2,29,0,0,0,0,0,0,0,156,157.2,104.0,57.0,31.9,16,0.36,0.55,0.91,24.66,275,107,221,56,274,80,280,96,,,,,,,0.02,0.0,0.04,0.06,1.57,1.85,555,115,209,63,347,122,370,144,1.02,0.13
0,0,120202,0,0,0,0,0,4,0.0,0.0,0,Wout,0.0,183,False,On loan to Hoffenheim,2023-08-10T13:52:51.426276Z,55,120202.jpg,0.0,Weghorst,0.0,False,,u,6,90,0,0,0,14960,1,0.0,0.0,Weghorst,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,797,98,797,98,795,98,797,98,,,,,,,0,0,0,0,0,0,98,30,779,93,796,98,548,76,0,0
0,0,511783,0,0,-4,4,0,3,0.0,0.0,0,Anass,0.2,184,False,Season-long loan to Hull City,2024-02-04T18:45:23.350129Z,46,511783.jpg,0.7,Zaroury,0.0,False,,u,6,90,4,1951,0,12545,5,0.0,0.9,Zaroury,149,0,0,0,4,0,0,0,0,1,0,0,10,6.8,36.3,19.0,5.6,1,0.16,0.11,0.27,3.36,474,212,349,181,382,191,437,199,,,,,,,0.1,0.0,0.07,0.17,2.03,2.42,350,224,367,169,517,245,584,214,0.6,0.0
100,100,520295,0,0,0,0,0,4,3.7,3.7,2,David Datro,4.2,200,False,,2023-07-11T09:30:03.546600Z,50,520295.jpg,5.7,Fofana,0.1,False,,a,6,90,17,7414,504,1663,46,0.8,3.4,D.D.Fofana,148,2,1,0,3,0,0,0,1,0,0,3,63,88.2,23.5,42.0,15.4,1,1.75,0.01,1.76,3.57,341,38,380,52,306,50,376,49,,,,,,,1.06,0.0,0.01,1.07,2.17,1.82,213,48,37,12,11,4,474,67,0.61,0.0
,,207189,0,0,-3,3,1,3,0.7,0.7,2,Sander,1.2,475,False,,,47,207189.jpg,2.0,Berge,0.1,False,,a,6,90,46,13733,11,22566,10,0.3,9.8,Berge,1742,1,1,2,42,0,0,0,5,1,0,3,221,270.4,188.6,115.0,57.4,20,1.59,0.50,2.09,38.70,167,70,129,87,179,103,166,87,,,,,,,0.08,0.0,0.03,0.11,2.0,2.17,319,210,214,100,301,126,417,136,1.03,0.1
,,492831,0,0,-2,2,1,4,3.0,3.0,2,Zeki,3.5,594,False,,,53,492831.jpg,3.0,Amdouni,0.3,False,,a,6,90,68,106067,144,99099,140,0.7,12.8,Amdouni,1657,4,1,5,33,0,0,0,1,0,0,9,200,301.2,196.3,394.0,89.0,23,3.97,1.00,4.97,28.83,135,13,121,14,43,18,83,17,,,,,,,0.22,0.0,0.05,0.27,1.57,1.79,148,38,65,16,164,29,300,47,1.25,0.27
,,432720,0,0,0,0,1,1,1.5,1.5,3,James,2.0,596,False,,,45,432720.jpg,2.7,Trafford,1.0,False,,a,6,90,65,101078,79,105864,149,0.4,14.4,Trafford,2160,0,0,2,50,0,0,0,2,0,98,4,483,766.8,3.2,0.0,77.0,24,0.00,0.03,0.03,41.54,2,1,443,9,677,80,111,1,,,,,,,0.0,4.08,0.0,0.0,1.73,2.08,410,23,148,13,193,22,185,25,1.0,0.08
0,0,83283,0,0,-3,3,0,3,0.0,0.0,0,Nathan,0.0,600,False,Leg injury - Expected back 01 Jul,2024-01-30T14:00:11.447368Z,47,83283.jpg,0.9,Redmond,0.0,False,,i,6,90,11,828,0,4862,2,0.0,2.3,Redmond,132,0,0,0,5,0,0,0,1,0,0,0,38,23.8,52.5,18.0,9.4,0,0.03,0.37,0.40,3.92,438,193,316,169,386,193,415,191,,,,,,,0.02,0.0,0.25,0.27,2.67,3.41,309,200,706,282,498,236,618,233,0.0,0.0
0,0,487702,0,0,-2,2,0,3,0.0,0.0,0,Luca,0.0,605,False,Knee injury - Expected back 19 May,2023-12-06T07:30:10.569273Z,48,487702.jpg,2.7,Koleosho,0.1,False,,i,6,90,40,42791,1,42972,6,0.0,8.3,Koleosho,972,1,2,3,23,0,0,0,0,0,0,0,80,86.8,147.9,213.0,44.5,13,1.96,1.07,3.03,15.55,343,148,164,108,108,70,217,108,,,,,,,0.18,0.0,0.1,0.28,1.44,2.13,302,197,720,293,195,87,510,175,1.2,0.28
,,179458,0,0,-1,1,0,3,0.3,0.3,1,Jacob,0.8,608,False,,,49,179458.jpg,1.7,Bruun Larsen,0.0,False,,a,6,90,33,3191,2,3814,4,0.2,6.7,Bruun Larsen,459,2,0,1,10,0,0,0,0,0,0,0,94,106.2,162.8,143.0,40.7,4,1.28,0.35,1.63,8.09,322,138,149,97,154,94,228,114,4,,1,,,,0.25,0.0,0.07,0.32,1.59,1.96,236,152,281,132,350,151,613,231,0.78,0.2
0,0,461567,0,0,0,0,0,2,0.0,0.0,0,Owen,0.0,622,False,Season-long loan to Barnsley,2023-09-01T21:48:22.703139Z,40,461567.jpg,0.0,Dodgson,0.0,False,,u,6,90,0,467,0,3559,1,0.0,0.0,Dodgson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,595,221,580,220,537,206,600,221,,,,,,,0,0,0,0,0,0,713,203,475,178,605,217,589,216,0,0
,,550839,0,0,0,0,1,3,2.5,2.5,2,Wilson,3.0,660,False,,,50,550839.jpg,3.3,Odobert,0.1,False,,a,6,90,49,15535,22,11150,17,0.6,9.8,Odobert,904,3,2,2,22,0,0,0,2,0,0,3,165,205.6,153.5,178.0,53.5,11,1.20,1.47,2.67,19.60,228,95,160,105,129,82,183,92,,,,,,,0.12,0.0,0.15,0.27,1.95,2.19,216,138,83,36,124,61,478,161,1.1,0.2
75,75,247245,0,0,0,0,0,2,-0.2,-0.2,1,Hannes,0.2,674,False,Knock - 75% chance of playing,2024-01-22T01:00:10.959578Z,40,247245.jpg,0.7,Delcroix,0.0,False,,d,6,90,7,5039,2,4357,8,0.0,1.8,Delcroix,472,0,0,0,19,0,0,0,1,0,0,0,69,63.2,37.8,42.0,14.3,4,0.35,0.09,0.44,12.47,376,143,347,119,305,94,380,136,,,,,,,0.07,0.0,0.02,0.09,2.38,3.62,697,192,334,108,511,166,536,200,0.76,0.0
100,100,447715,0,0,0,0,0,3,0.7,0.7,2,Aaron,1.2,675,False,,2023-12-11T00:00:10.930063Z,50,447715.jpg,1.3,Ramsey,0.0,False,,a,6,90,17,10167,24,8694,3,0.2,3.4,A.Ramsey,460,0,0,0,14,0,0,0,0,0,0,0,62,42.0,27.3,43.0,11.1,4,0.27,0.48,0.75,10.28,413,183,372,190,302,161,405,184,,,,,,,0.05,0.0,0.09,0.14,2.01,2.74,208,132,223,105,402,180,542,191,0.78,0.0
,,437757,0,0,-1,1,0,3,0.3,0.3,1,Han-Noah,0.8,694,False,,,49,437757.jpg,1.0,Massengo,0.0,False,,a,6,90,3,443,1,496,1,0.2,0.6,Massengo,14,0,0,0,0,0,0,0,0,0,0,0,11,2.4,0.0,0.0,0.2,0,0.00,0.00,0.00,0.64,498,224,775,332,769,328,515,234,,,,,,,0.0,0.0,0.0,0.0,4.11,0.0,263,168,282,133,481,225,697,279,0.0,0.0
,,437748,0,0,-2,2,0,3,-0.3,-0.3,0,Mike,0.2,706,False,,,53,437748.jpg,1.3,Trésor,0.0,False,,a,6,90,18,5037,3,4731,3,0.0,3.4,M.Trésor,397,0,0,0,9,0,0,0,0,0,0,0,68,43.4,109.7,24.0,17.8,3,0.37,0.54,0.91,9.67,406,182,209,128,368,184,360,164,3,,4,,,,0.08,0.0,0.12,0.2,2.19,2.04,147,92,380,179,404,182,606,227,0.68,0.0
,,503724,0,0,0,0,0,2,2.0,2.0,1,Lorenz,2.5,805,False,,,40,503724.jpg,2.5,Assignon,0.0,False,,a,6,90,5,3313,132,403,20,0.6,1.2,Assignon,179,0,1,0,5,0,0,0,0,0,0,0,29,25.0,14.9,0.0,4.0,2,0.03,0.16,0.19,4.04,436,161,402,146,556,218,450,161,,,,,,,0.02,0.0,0.08,0.1,2.03,2.51,734,217,106,26,219,65,572,212,1.01,0.0
,,477717,0,0,0,0,0,2,0.5,0.5,1,Maxime,1.0,806,False,,,40,477717.jpg,1.0,Esteve,0.0,False,,a,6,90,2,201,18,16,0,0.2,0.5,Estève,124,0,0,0,3,0,0,0,0,0,0,0,21,8.4,1.1,0.0,1.0,1,0.00,0.00,0.00,2.78,470,173,456,170,546,211,484,174,,,,,,,0.0,0.0,0.0,0.0,2.02,2.18,724,210,229,70,430,150,766,256,0.73,0.0
100,100,486672,0,0,-5,5,0,3,1.0,2.0,0,Moisés,2.0,126,False,,2023-12-24T21:00:09.270040Z,45,486672.jpg,1.9,Caicedo Corozo,1.2,False,,a,7,8,39,113886,339,318487,128,0.4,8.7,Caicedo,1580,0,1,4,27,0,0,0,6,0,0,0,231,259.6,212.9,27.0,49.6,18,0.23,0.93,1.16,24.09,179,74,112,79,350,178,195,97,,,,,,,0.01,0.0,0.05,0.06,1.37,1.54,439,257,149,63,318,135,174,56,1.03,0.23
25,25,215059,0,0,0,0,1,1,-0.2,0.0,0,Robert,0.0,145,False,Knee injury - 25% chance of playing,2023-12-10T23:00:09.742927Z,45,215059.jpg,3.7,Sánchez,3.0,False,,d,7,8,59,996740,11,1061703,724,0.0,13.1,Sanchez,1433,0,0,3,25,0,1,0,2,0,53,7,317,450.6,0.1,0.0,45.2,16,0.00,0.00,0.00,23.72,49,14,492,11,660,78,214,14,,,,,,,0.0,3.33,0.0,0.0,1.49,1.57,385,21,616,88,67,6,106,15,1.0,0.19
0,0,199598,0,0,0,0,0,2,0.0,0.0,0,Ethan,0.0,185,False,Permanent transfer to Leeds Utd,2023-07-20T08:39:43.633400Z,40,199598.jpg,0.0,Ampadu,0.0,False,,u,7,8,0,0,0,918,2,0.0,0.0,Ampadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,568,204,553,203,510,189,573,204,,,,,,,0,0,0,0,0,0,681,181,446,159,578,200,718,248,0,0
0,0,532605,0,0,-3,3,0,3,0.0,0.0,0,Andrey,0.0,186,False,Season-long loan to Strasbourg,2024-02-04T18:46:23.165485Z,42,532605.jpg,1.0,Nascimento dos Santos,0.1,False,,u,7,8,1,15054,0,21983,31,0.0,0.2,Andrey,7,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.5,3.0,0.2,0,0.06,0.00,0.06,0.02,633,237,472,228,436,216,512,233,,,,,,,0.77,0.0,0.0,0.77,0.26,0.0,653,351,525,185,434,196,420,138,0.0,0.0
0,0,109745,0,0,0,0,0,1,0.0,0.0,0,Kepa,0.0,187,False,One year loan deal to Real Madrid,2023-08-15T08:06:29.726491Z,50,109745.jpg,0.0,Arrizabalaga,0.2,False,,u,7,8,0,1775,0,84800,2,0.0,0.0,Arrizabalaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,780,92,778,89,773,87,782,92,,,,,,,0,0,0,0,0,0,176,6,745,91,782,92,334,51,0,0
0,0,54694,0,0,0,0,0,4,0.0,0.0,0,Pierre-Emerick,0.0,188,False,,2023-07-24T09:59:36.133419Z,65,54694.jpg,0.0,Aubameyang,0.0,False,,u,7,8,0,0,0,2011,0,0.0,0.0,Aubameyang,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,806,102,806,102,806,102,806,102,,,,,,,0,0,0,0,0,0,44,17,797,100,805,102,639,88,0,0
0,0,41328,0,0,0,0,0,2,0.0,0.0,0,César,0.0,189,False,Left the club as a free agent,2023-07-06T16:30:03.010661Z,45,41328.jpg,0.0,Azpilicueta,0.0,False,,u,7,8,0,0,0,100,0,0.0,0.0,Azpilicueta,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,679,257,668,257,644,253,684,257,,,,,,,0,0,0,0,0,0,351,51,599,239,686,255,789,259,0,0
0,0,118335,0,0,0,0,0,2,0.0,0.0,0,Abdul Rahman,0.0,190,False,Permanent Transfer to PAOK,2023-07-13T08:07:47.494096Z,40,118335.jpg,0.0,Baba,0.0,False,,u,7,8,0,0,0,289,0,0.0,0.0,Baba,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,560,197,545,196,502,182,565,197,,,,,,,0,0,0,0,0,0,671,172,438,152,570,193,769,258,0,0
25,25,242880,0,0,-1,1,0,2,-0.2,0.1,0,Benoît,0.2,191,False,Muscle injury - 25% chance of playing,2024-02-08T10:30:08.092371Z,44,242880.jpg,2.2,Badiashile,0.1,False,,d,7,8,18,22117,1,20360,95,0.0,4.1,B.Badiashile,559,0,1,1,15,0,0,0,1,0,0,4,123,160.8,40.1,25.0,22.6,6,0.11,0.63,0.74,10.03,271,104,343,116,361,125,334,122,,,,,,,0.02,0.0,0.1,0.12,1.61,2.42,546,113,351,122,267,86,434,168,0.97,0.16
100,100,122074,0,0,0,0,0,1,-1.0,0.0,0,Marcus,0.0,192,False,,2023-08-03T10:30:04.581002Z,40,122074.jpg,0.0,Bettinelli,0.0,False,,a,7,8,-1,2181,5,2671,6,0.0,-0.2,Bettinelli,0,0,0,0,0,0,0,0,1,0,0,0,-3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,562,64,547,47,504,36,567,64,,,,,,,0,0,0,0,0,0,673,44,440,56,572,63,582,75,0,0
50,50,180736,0,0,-2,2,0,2,-0.5,0.0,0,Trevoh,0.0,194,False,Lack of match fitness - 50% chance of playing,2023-08-11T16:00:07.662192Z,43,180736.jpg,0.0,Chalobah,0.0,False,,d,7,8,0,863,0,17112,1,0.0,0.0,Chalobah,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,641,250,628,250,596,245,645,250,,,,,,,0,0,0,0,0,0,606,137,540,222,651,247,538,202,0,0
100,100,172850,0,0,-1,1,0,2,-1.0,0.0,0,Ben,0.0,195,False,,2023-09-28T03:30:08.842279Z,54,172850.jpg,1.7,Chilwell,5.0,False,,a,7,8,15,2157673,187,3174960,347,0.0,2.8,Chilwell,472,0,1,1,10,0,0,0,5,0,0,2,85,91.4,191.2,92.0,37.4,6,0.85,1.59,2.44,7.17,335,129,124,25,209,49,247,76,1,,4,,,,0.16,0.0,0.3,0.46,1.37,1.91,114,11,775,258,355,123,74,25,1.14,0.19
100,100,478912,0,0,-3,3,0,3,0.5,1.5,0,Carney,1.5,196,False,,2023-10-18T22:00:09.030876Z,42,478912.jpg,2.4,Chukwuemeka,1.3,False,,a,7,8,12,313659,3877,459703,418,0.4,2.9,Chukwuemeka,168,1,1,0,4,0,0,0,2,0,0,0,43,63.2,45.4,46.0,15.5,2,0.10,0.27,0.37,3.81,377,164,328,173,291,155,373,168,,,,,,,0.05,0.0,0.14,0.19,2.04,2.14,649,349,187,85,235,103,165,50,1.07,0.0
50,50,460028,0,0,2,-2,1,2,0.4,0.9,0,Levi,1.8,197,False,Tendon Injury - 50% chance of playing,2024-01-30T14:30:08.882026Z,47,460028.jpg,3.0,Colwill,4.0,False,,d,7,8,61,1176906,31,1084651,2275,0.4,13.0,Colwill,1597,1,1,5,23,0,0,0,2,0,0,4,317,331.8,111.0,163.0,60.7,18,1.29,0.51,1.80,23.50,114,41,207,50,142,18,154,37,,,,,,,0.07,0.0,0.03,0.1,1.32,1.3,327,38,170,56,158,38,85,29,1.01,0.28
0,0,179268,0,0,-2,2,0,2,0.0,0.0,0,Marc,0.0,198,False,Ankle injury - Expected back 09 Mar,2023-12-10T23:00:09.879958Z,48,179268.jpg,1.1,Cucurella Saseta,0.4,False,,i,7,8,10,54984,0,86500,25,0.0,2.1,Cucurella,703,0,0,1,14,0,0,0,5,0,0,0,104,148.4,92.3,58.0,29.9,8,0.85,0.26,1.11,13.23,283,111,238,67,272,79,291,100,,,,,,,0.11,0.0,0.03,0.14,1.69,1.79,290,34,717,255,421,143,262,103,1.02,0.13
100,100,448047,0,0,-2,2,1,3,0.2,1.2,0,Enzo,1.2,199,False,,2023-12-19T23:00:09.582067Z,48,448047.jpg,2.5,Fernández,2.2,False,,a,7,8,50,355198,370,571265,178,0.3,10.4,Enzo,1532,2,1,5,30,0,0,1,6,0,0,3,236,327.4,365.6,280.0,97.2,18,4.61,2.47,7.08,26.89,120,50,51,42,75,47,64,48,,,5,,2,,0.27,0.0,0.15,0.42,1.58,1.76,299,195,217,102,224,95,132,38,1.06,0.29
0,0,444463,0,0,-1,1,0,2,0.0,0.0,0,Wesley,0.0,201,False,Knee injury - Unknown return date,2023-07-18T23:30:03.865981Z,44,444463.jpg,0.0,Fofana,0.0,False,,i,7,8,0,834,1,3326,2,0.0,0.0,W.Fofana,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,669,256,658,256,627,251,673,256,,,,,,,0,0,0,0,0,0,556,116,585,237,680,254,601,218,0,0
100,100,232787,0,0,-1,1,0,3,0.5,1.5,0,Conor,1.5,202,False,,2023-12-03T20:30:08.630645Z,54,232787.jpg,2.7,Gallagher,0.4,False,,a,7,8,59,91099,108,102897,73,0.3,10.9,Gallagher,1822,0,5,5,33,0,0,0,4,1,0,4,313,362.4,458.2,207.0,102.4,22,1.82,2.44,4.26,29.28,95,36,30,24,114,73,59,45,5,,,,,,0.09,0.0,0.12,0.21,1.45,1.63,121,74,201,96,197,88,237,75,1.09,0.25
100,100,482609,0,0,2,-2,2,2,0.2,1.2,0,Malo,1.2,203,False,,2024-01-22T17:00:10.084255Z,42,482609.jpg,2.4,Gusto,6.8,False,,a,7,8,39,2245664,1028,1744084,1765,0.3,9.3,Gusto,1013,0,3,3,16,0,0,0,5,1,0,5,221,190.8,212.3,69.0,47.1,11,0.48,1.64,2.12,14.34,240,89,113,22,242,67,203,58,,,,,,,0.04,0.0,0.15,0.19,1.27,1.42,650,162,205,59,236,72,56,17,0.98,0.27
0,0,225796,0,0,-2,2,0,2,0.0,0.0,0,Reece,0.0,206,False,Hamstring injury - Unknown return date,2023-12-10T23:00:09.935968Z,53,225796.jpg,1.1,James,2.9,False,,i,7,8,9,507626,8,1756623,193,0.0,1.7,James,386,0,1,0,12,0,0,0,0,1,0,0,95,115.2,156.9,59.0,33.2,5,0.30,1.01,1.31,10.20,315,124,158,32,268,78,269,87,4,,2,,,,0.07,0.0,0.24,0.31,2.38,2.8,145,14,773,257,423,144,113,45,1.17,0.0
0,0,66749,0,0,-2,2,0,4,0.0,0.0,0,Romelu,0.0,207,False,Season-long loan to Roma,2023-09-01T07:24:35.377267Z,68,66749.jpg,0.0,Lukaku Bolingoli,0.3,False,,u,7,8,0,9006,0,61739,6,0.0,0.0,Lukaku,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,807,103,807,103,807,103,807,103,,,,,,,0,0,0,0,0,0,35,14,799,101,806,103,294,46,0,0
100,100,248857,0,0,-2,2,0,3,-0.5,0.5,0,Noni,0.5,208,False,,2023-12-05T15:00:09.890262Z,53,248857.jpg,2.1,Madueke,0.1,False,,a,7,8,23,23472,77,24644,63,0.1,4.3,Madueke,297,2,0,0,7,0,0,0,1,0,0,1,81,110.4,87.8,120.0,31.7,3,1.17,0.57,1.74,6.31,319,135,246,143,176,102,283,132,,,,,,,0.35,0.0,0.17,0.52,1.91,2.12,146,91,321,155,282,122,387,123,0.91,0.0
100,100,465920,0,0,-2,2,1,3,0.2,1.2,0,Mykhailo,1.2,210,False,,2023-12-29T16:30:09.223051Z,63,465920.jpg,3.1,Mudryk,0.9,False,,a,7,8,59,153357,53,348656,179,0.2,9.4,Mudryk,863,3,4,4,14,0,0,0,3,0,0,4,165,210.0,232.9,191.0,63.2,9,2.35,1.73,4.08,12.71,224,92,100,75,123,78,148,79,3,,,,,,0.25,0.0,0.18,0.43,1.33,1.46,57,33,227,107,149,70,191,60,0.94,0.42
100,100,517052,0,0,-2,2,1,4,-0.8,0.2,0,Nicolas,0.2,211,False,,2023-12-30T22:30:09.623540Z,68,517052.jpg,3.4,Jackson,4.1,False,,a,7,8,67,1638853,355,2761362,507,0.0,9.9,N.Jackson,1476,7,2,4,27,0,0,0,8,0,0,5,216,384.6,245.6,623.0,124.8,16,10.23,1.83,12.06,25.17,78,9,96,8,12,8,30,8,,,,,3,,0.62,0.0,0.11,0.73,1.53,1.65,42,16,384,48,111,21,83,16,0.98,0.24
100,100,213198,0,0,-1,1,0,4,0.8,1.8,0,Christopher,1.8,212,False,,2024-01-06T23:00:11.320847Z,74,213198.jpg,3.4,Nkunku,1.6,False,,a,7,8,17,476092,345,489645,1359,0.2,2.3,Nkunku,246,2,0,0,9,0,0,0,0,0,0,2,55,76.8,43.1,138.0,25.5,2,1.66,0.24,1.90,5.18,358,41,335,48,161,41,320,39,,,,,,,0.61,0.0,0.09,0.7,1.9,3.29,24,10,184,28,112,22,154,24,0.73,0.0
0,0,176413,0,0,0,0,0,3,0.0,0.0,0,Christian,0.0,213,False,Permanent transfer to AC Milan,2023-07-14T08:03:53.480692Z,55,176413.jpg,0.0,Pulisic,0.0,False,,u,7,8,0,0,0,406,0,0.0,0.0,Pulisic,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,798,348,798,348,797,348,798,348,,,,,,,0,0,0,0,0,0,103,61,780,337,797,348,744,307,0,0
,,204727,0,0,-2,2,0,2,-1.0,0.0,0,Malang,0.0,214,False,,,43,204727.jpg,0.0,Sarr,0.1,False,,a,7,8,0,4937,8,9854,6,0.0,0.0,M.Sarr,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,642,251,629,251,597,246,646,251,,,,,,,0,0,0,0,0,0,610,141,542,224,652,248,428,165,0,0
0,0,471798,0,0,0,0,0,1,0.0,0.0,0,Gabriel,0.0,215,False,Season long loan to KAS Eupen,2023-08-11T10:44:59.272960Z,40,471798.jpg,0.0,Słonina,0.0,False,,u,7,8,0,0,0,4190,3,0.0,0.0,Slonina,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,600,77,585,60,543,49,605,77,,,,,,,0,0,0,0,0,0,720,57,480,69,610,76,595,78,0,0
100,100,103955,0,0,0,0,2,3,1.5,2.5,0,Raheem,2.5,216,False,,2023-12-24T15:30:09.085575Z,70,103955.jpg,4.3,Sterling,6.6,False,,a,7,8,91,3055679,283,2742630,3092,0.4,13.0,Sterling,1656,5,7,4,32,0,0,0,5,0,0,6,236,352.0,367.8,565.0,128.1,19,4.71,3.55,8.26,26.92,102,38,49,40,17,8,27,17,,,3,,4,,0.26,0.0,0.19,0.45,1.46,1.74,31,19,118,53,38,26,57,21,1.03,0.22
,,51090,0,0,0,0,0,2,2.2,3.2,0,Thiago,3.2,217,False,,,50,51090.jpg,2.9,Emiliano da Silva,3.9,False,,a,7,8,64,417336,279,370521,675,0.6,12.8,T.Silva,1922,2,0,5,36,0,0,0,3,0,0,7,426,557.6,94.9,115.0,77.0,21,0.32,0.44,0.76,32.97,23,5,233,63,180,36,112,21,,,,,,,0.01,0.0,0.02,0.03,1.54,1.69,170,20,72,19,172,44,87,30,0.98,0.23
